"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0600000US2502172495","Walpole town, Norfolk County, Massachusetts","8746","341","1.6","0.8","2.0","1.0","3.1","1.4","6.0","2.0","7.6","2.1","9.4","2.0","9.5","2.9","21.5","2.9","15.8","3.0","23.6","2.9","119846","5939","148256","8247","33.5","(X)","(X)","(X)","(X)","(X)","6633","248","1.3","0.8","0.8","0.7","1.0","0.7","1.3","0.9","6.8","2.5","8.2","2.1","8.4","2.9","23.7","3.7","19.1","3.6","29.4","3.7","141353","18294","170577","10995","(X)","(X)","35.1","(X)","(X)","(X)","5780","294","0.6","0.6","0.8","0.9","0.4","0.5","0.6","0.7","5.3","2.4","8.2","2.4","7.2","2.7","23.3","3.8","20.1","3.8","33.6","4.1","158333","8796","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2113","345","3.3","2.7","6.0","3.3","9.9","4.9","20.4","7.2","9.6","4.2","13.6","5.0","14.4","7.8","12.8","5.5","5.4","3.6","4.6","3.1","51182","17124","75683","14758","(X)","(X)","(X)","(X)","28.3","(X)"
"0600000US2502174175","Wellesley town, Norfolk County, Massachusetts","8449","221","3.0","1.0","0.7","0.4","3.3","1.0","3.0","1.0","3.3","1.1","7.4","1.9","5.8","1.1","13.0","2.2","11.3","2.1","49.3","3.0","197132","16360","287793","15451","35.3","(X)","(X)","(X)","(X)","(X)","6726","194","1.9","1.0","0.2","0.3","1.4","0.7","1.0","0.6","2.4","0.9","6.1","2.1","4.9","1.1","12.9","2.5","11.6","2.4","57.7","3.5","250,000+","***","330254","18457","(X)","(X)","35.9","(X)","(X)","(X)","6051","199","1.3","0.6","0.2","0.3","0.7","0.6","1.0","0.6","1.5","0.7","4.3","1.8","4.0","1.1","13.1","2.5","11.5","2.5","62.3","3.6","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1723","176","7.4","3.6","2.5","1.9","11.0","3.6","10.6","4.6","6.7","4.1","13.2","5.0","8.9","3.6","13.3","4.0","10.1","3.8","16.1","4.7","72548","19664","117190","17830","(X)","(X)","(X)","(X)","32.8","(X)"
"0600000US2502178690","Westwood town, Norfolk County, Massachusetts","5532","204","2.5","1.7","1.0","0.8","3.0","1.2","4.7","1.7","4.6","2.4","7.6","2.0","6.3","1.7","16.7","3.0","14.6","2.8","39.0","3.9","160132","9235","206943","17630","36.3","(X)","(X)","(X)","(X)","(X)","4264","169","0.7","0.6","0.7","0.7","0.8","0.9","2.6","1.6","1.8","1.0","5.3","2.2","6.3","2.1","20.0","4.0","15.5","3.4","46.5","4.2","185051","16568","237573","21334","(X)","(X)","35.1","(X)","(X)","(X)","3809","178","0.7","0.7","0.7","0.8","0.0","0.9","2.1","1.6","1.8","1.1","5.0","2.0","4.1","1.7","18.8","4.0","16.2","3.7","50.6","4.3","201406","16577","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1268","209","8.8","7.1","2.2","2.7","11.1","5.1","11.8","5.7","14.0","9.1","15.3","5.7","8.4","4.4","7.8","4.2","7.6","3.9","13.0","7.0","51204","7054","97560","23525","(X)","(X)","(X)","(X)","40.6","(X)"
"0600000US2502178972","Weymouth Town city, Norfolk County, Massachusetts","23723","426","3.5","1.0","2.4","0.7","6.9","1.1","5.7","1.1","9.4","1.4","15.9","1.8","15.2","1.6","20.7","1.9","10.7","1.5","9.6","1.1","84942","3643","100858","3171","39.7","(X)","(X)","(X)","(X)","(X)","14876","480","1.9","1.0","1.7","0.7","3.3","1.0","3.3","1.1","8.1","2.0","13.4","2.1","15.5","2.3","25.7","2.9","13.8","2.1","13.4","1.9","103757","6209","118607","4531","(X)","(X)","43.0","(X)","(X)","(X)","11006","471","0.3","0.3","1.1","0.6","2.7","1.1","2.6","1.0","5.1","1.5","11.6","2.2","15.2","2.4","28.1","3.4","16.2","2.7","17.1","2.4","117909","4689","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8847","506","6.3","1.9","4.4","1.5","13.5","2.7","9.9","2.4","11.8","2.0","19.7","3.0","14.8","2.8","12.2","2.9","4.9","1.7","2.4","1.1","53259","4700","67934","5127","(X)","(X)","(X)","(X)","32.5","(X)"
"0600000US2502182315","Wrentham town, Norfolk County, Massachusetts","4258","155","3.1","1.4","3.0","1.5","5.4","1.8","4.6","1.9","4.7","1.8","11.1","2.7","8.5","2.7","18.1","3.5","17.6","2.9","23.8","3.3","126613","11032","149015","11751","32.6","(X)","(X)","(X)","(X)","(X)","2974","133","0.4","0.4","1.0","0.9","1.4","1.0","0.9","0.9","2.0","1.2","8.2","2.6","9.4","3.4","22.6","4.5","22.0","3.7","32.1","4.6","155720","7089","178903","12065","(X)","(X)","34.8","(X)","(X)","(X)","2579","139","0.4","0.5","0.2","0.3","0.9","0.9","0.8","0.9","1.5","1.2","6.8","2.2","9.3","3.4","21.9","4.6","23.0","4.0","35.1","5.0","161580","9423","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1284","181","9.4","4.0","7.8","4.4","14.8","5.2","13.0","5.6","11.7","4.6","18.9","6.5","6.6","3.8","7.2","3.8","5.9","3.8","4.7","3.0","42016","15011","76110","23397","(X)","(X)","(X)","(X)","25.9","(X)"
"0600000US2502300000","County subdivisions not defined, Plymouth County, Massachusetts","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"0600000US2502300170","Abington town, Plymouth County, Massachusetts","6396","243","1.8","1.1","5.4","2.6","5.0","1.9","5.1","1.9","7.1","2.3","14.6","2.9","11.4","2.7","24.0","3.6","15.6","3.2","9.9","2.4","99381","7836","105390","5886","42.2","(X)","(X)","(X)","(X)","(X)","4565","220","0.4","0.6","1.6","1.8","2.4","1.6","3.2","1.5","7.2","3.1","14.2","3.2","11.9","3.6","29.0","5.0","17.3","3.4","12.9","3.4","112078","12399","120058","6317","(X)","(X)","38.5","(X)","(X)","(X)","3481","256","0.0","1.0","1.5","1.9","2.4","1.9","2.2","1.3","4.5","2.4","8.6","3.1","8.1","3.0","33.6","5.9","22.1","4.2","16.9","4.3","136497","6189","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1831","256","5.2","3.5","14.8","7.7","11.5","5.2","9.9","5.2","10.1","5.2","14.0","5.2","10.0","5.2","12.7","5.8","9.2","6.4","2.5","2.2","44375","21296","65367","11339","(X)","(X)","(X)","(X)","49.3","(X)"
"0600000US2502308130","Bridgewater Town city, Plymouth County, Massachusetts","8133","399","4.9","2.6","1.5","0.8","4.6","1.7","5.4","2.0","8.5","2.4","12.1","2.7","15.4","3.0","24.5","3.2","11.9","2.7","11.4","2.3","95675","6241","109501","7415","40.5","(X)","(X)","(X)","(X)","(X)","5675","346","5.6","3.6","0.0","0.6","1.5","1.5","3.7","2.1","4.4","1.9","11.9","3.1","15.4","3.4","29.2","4.1","13.7","3.1","14.5","2.9","111684","9697","121752","7664","(X)","(X)","41.9","(X)","(X)","(X)","4378","378","0.0","0.8","0.0","0.8","1.0","0.9","1.9","1.4","4.3","2.2","9.1","3.1","15.8","3.6","33.2","4.7","17.2","3.9","17.5","3.4","126026","10898","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2458","333","3.3","2.2","4.8","2.6","11.6","4.3","10.6","4.7","18.6","6.4","13.0","6.1","13.4","5.3","15.9","5.9","5.6","3.5","3.3","3.5","51272","9675","76421","16426","(X)","(X)","(X)","(X)","36.9","(X)"
"0600000US2502309000","Brockton city, Plymouth County, Massachusetts","31817","750","7.8","1.1","6.7","1.2","8.7","1.1","8.2","1.1","12.4","1.3","16.0","1.6","12.6","1.3","16.3","1.4","7.2","1.1","4.2","0.8","58469","3124","77290","2955","51.3","(X)","(X)","(X)","(X)","(X)","21627","629","5.6","1.1","2.7","0.9","6.7","1.3","7.4","1.6","12.6","1.6","17.6","1.9","15.1","2.1","18.6","1.8","8.7","1.5","5.1","1.0","71995","3409","88559","4168","(X)","(X)","55.2","(X)","(X)","(X)","11897","554","2.3","1.0","0.9","0.7","3.4","1.1","4.8","1.5","11.0","1.8","16.8","2.3","17.7","2.5","24.5","2.7","10.3","2.1","8.2","1.8","88574","4611","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10190","744","14.5","2.4","14.9","2.9","14.2","2.6","10.9","2.1","14.3","2.4","13.5","2.2","6.7","1.7","8.1","1.9","2.1","0.9","0.8","0.5","30059","2919","43770","2804","(X)","(X)","(X)","(X)","40.0","(X)"
"0600000US2502311665","Carver town, Plymouth County, Massachusetts","4489","229","3.3","2.0","1.5","1.5","7.1","2.6","9.1","2.8","12.6","3.0","18.0","4.0","11.5","3.1","21.1","3.8","9.8","3.2","6.1","2.5","70959","12285","90161","7104","36.3","(X)","(X)","(X)","(X)","(X)","2874","178","1.4","1.7","1.3","2.1","1.1","1.1","7.6","3.8","10.9","4.1","14.0","4.4","11.7","3.5","29.6","5.8","14.0","4.6","8.5","3.9","102905","18134","109981","9684","(X)","(X)","39.7","(X)","(X)","(X)","2327","236","0.0","1.5","0.0","1.5","0.7","1.1","7.1","3.7","13.2","4.9","12.3","4.5","11.5","3.9","28.7","6.6","17.0","5.6","9.5","4.7","110677","17278","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1615","255","6.8","5.2","1.8","2.0","17.7","6.5","14.4","6.6","14.9","5.4","24.0","6.9","10.8","5.6","5.8","3.7","2.2","2.6","1.5","1.9","45828","6124","51817","6056","(X)","(X)","(X)","(X)","30.3","(X)"
"0600000US2502317895","Duxbury town, Plymouth County, Massachusetts","5714","181","3.1","1.3","2.4","1.3","4.3","1.8","3.4","1.6","3.6","1.3","12.4","2.8","9.6","1.9","17.4","2.7","14.1","2.9","29.9","3.7","128173","10404","168494","12472","39.1","(X)","(X)","(X)","(X)","(X)","4490","171","1.9","1.3","1.2","1.1","1.4","0.9","2.8","1.9","3.6","1.5","8.9","2.9","8.9","2.2","21.0","3.3","16.4","3.4","34.1","4.3","150656","12091","190453","15434","(X)","(X)","38.6","(X)","(X)","(X)","3804","170","0.9","0.7","0.4","0.6","0.9","0.8","1.6","1.3","3.6","1.7","7.0","2.6","7.7","2.2","20.7","3.6","18.5","4.0","38.7","4.5","168897","17482","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1224","181","8.1","3.7","6.8","4.6","16.0","8.0","5.7","2.7","2.9","2.5","25.4","7.6","12.1","5.3","8.0","4.9","0.7","1.1","14.3","6.4","59524","5166","82710","15102","(X)","(X)","(X)","(X)","40.9","(X)"
"0600000US2502318455","East Bridgewater town, Plymouth County, Massachusetts","4828","229","2.0","1.2","1.6","1.1","5.5","2.2","6.5","2.5","12.2","3.8","13.4","2.9","13.6","3.5","23.0","4.2","11.7","3.3","10.4","3.4","90528","8368","105193","7589","43.1","(X)","(X)","(X)","(X)","(X)","3698","159","0.7","0.8","0.3","0.5","1.6","1.3","7.2","3.1","10.3","3.8","10.1","3.1","15.5","4.3","27.6","5.4","15.1","4.2","11.7","3.8","110625","12118","116528","8200","(X)","(X)","43.3","(X)","(X)","(X)","2980","196","0.4","0.6","0.4","0.6","0.5","0.5","5.1","2.6","9.0","3.4","8.6","3.0","14.4","4.5","30.9","6.0","16.9","4.9","13.9","4.5","118718","7887","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1130","226","6.4","4.4","5.8","4.1","18.1","8.2","6.0","3.7","20.1","9.7","23.0","9.4","6.4","3.7","11.2","5.3","2.8","3.0","0.3","0.4","43477","7244","53692","6730","(X)","(X)","(X)","(X)","41.9","(X)"
"0600000US2502327795","Halifax town, Plymouth County, Massachusetts","2904","124","0.8","0.9","5.1","4.2","5.0","3.7","9.0","3.5","4.2","2.4","17.1","4.8","14.1","5.8","25.5","6.3","11.8","4.6","7.4","3.1","92774","15860","104699","11188","40.9","(X)","(X)","(X)","(X)","(X)","2108","164","2.4","3.6","2.9","3.5","0.0","1.6","3.7","2.4","1.3","1.6","15.1","5.9","19.0","7.5","31.1","8.0","15.7","6.2","8.8","3.8","106750","10920","117529","10067","(X)","(X)","40.4","(X)","(X)","(X)","1787","175","0.0","1.9","2.5","3.8","0.0","1.9","2.6","2.4","1.6","1.8","15.4","6.8","17.3","7.8","34.8","9.1","16.3","7.2","9.6","4.6","111875","8692","N","N","(X)","(X)","(X)","(X)","(X)","(X)","796","177","2.9","3.4","11.1","12.4","18.1","12.5","18.5","7.7","11.9","7.5","20.5","10.1","1.8","2.8","10.1","7.4","1.4","2.2","3.9","4.5","34655","15207","67556","32278","(X)","(X)","(X)","(X)","40.5","(X)"
"0600000US2502328285","Hanover town, Plymouth County, Massachusetts","4913","168","3.5","2.0","1.6","1.1","6.2","2.8","2.5","1.4","4.3","2.0","11.9","4.2","7.8","2.8","22.4","4.7","13.2","3.4","26.7","4.3","127981","10837","156549","16609","41.2","(X)","(X)","(X)","(X)","(X)","3781","164","1.3","1.4","0.6","1.0","2.0","1.7","2.4","1.5","3.3","1.8","10.9","4.6","8.9","3.3","23.7","5.2","15.0","4.0","31.8","5.0","141689","13277","169746","13649","(X)","(X)","40.3","(X)","(X)","(X)","3218","230","0.2","0.5","0.0","1.1","1.1","1.4","1.4","1.3","2.7","1.7","10.8","4.9","7.3","3.3","24.1","5.4","14.9","4.6","37.4","5.5","155476","26052","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1132","193","10.7","8.5","4.8","3.7","23.6","10.8","2.8","3.2","7.5","6.0","13.0","8.1","5.3","4.2","19.3","9.6","5.4","3.4","7.7","6.6","50357","20821","103878","47513","(X)","(X)","(X)","(X)","42.8","(X)"
"0600000US2502328495","Hanson town, Plymouth County, Massachusetts","3907","160","4.4","3.0","1.8","1.2","2.9","1.7","7.0","2.8","8.3","2.7","12.6","3.8","16.5","4.1","18.6","3.1","16.7","3.5","11.2","3.4","96693","6125","107357","6850","32.5","(X)","(X)","(X)","(X)","(X)","2950","162","1.4","1.9","0.0","1.2","1.6","1.7","2.8","2.1","6.6","2.6","12.2","4.4","17.0","5.1","23.2","3.9","21.1","5.0","14.1","4.1","117292","6866","125505","7400","(X)","(X)","35.8","(X)","(X)","(X)","2492","187","0.0","1.4","0.0","1.4","1.9","2.1","2.4","2.0","6.9","2.9","9.3","4.1","17.5","5.7","23.6","4.3","23.1","5.7","15.2","4.7","122264","8902","N","N","(X)","(X)","(X)","(X)","(X)","(X)","957","167","14.0","10.0","7.4","5.1","6.4","4.1","20.1","9.6","13.6","7.3","15.6","7.0","15.7","8.0","6.2","5.1","1.1","1.8","0.0","3.6","37823","9243","45236","7708","(X)","(X)","(X)","(X)","21.0","(X)"
"0600000US2502330210","Hingham town, Plymouth County, Massachusetts","8873","238","3.8","1.2","2.0","1.3","5.2","1.6","3.4","1.4","6.8","1.7","9.7","2.4","5.4","1.6","15.1","2.3","11.8","2.3","36.8","2.8","142435","13253","206876","11786","37.6","(X)","(X)","(X)","(X)","(X)","6328","190","0.4","0.4","0.4","0.5","1.0","0.8","2.2","1.2","2.7","1.3","6.1","2.3","5.2","1.5","16.7","2.8","15.7","3.1","49.5","3.9","198900","10895","265292","17927","(X)","(X)","36.6","(X)","(X)","(X)","5664","193","0.0","0.6","0.4","0.5","0.7","0.7","2.2","1.3","2.8","1.4","4.2","1.4","4.7","1.5","16.0","2.9","15.4","3.2","53.5","4.4","213813","19550","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2545","284","12.4","4.1","5.9","4.2","15.7","5.3","6.5","3.8","17.8","5.9","18.9","6.3","5.7","3.0","10.7","4.3","2.2","1.7","4.1","1.9","43411","7312","59228","7708","(X)","(X)","(X)","(X)","39.4","(X)"
"0600000US2502331645","Hull town, Plymouth County, Massachusetts","4765","192","3.4","1.6","2.4","1.4","8.8","3.3","7.6","2.5","6.2","1.8","13.0","2.6","13.3","2.8","21.4","3.5","9.8","2.5","14.1","2.9","88476","7819","113431","8375","34.7","(X)","(X)","(X)","(X)","(X)","2567","155","1.6","1.5","0.7","0.8","5.2","3.6","2.2","1.5","2.8","1.6","11.2","3.5","13.7","3.9","27.2","5.2","15.0","3.9","20.3","4.7","119250","14990","144387","14652","(X)","(X)","36.5","(X)","(X)","(X)","1990","159","1.1","1.3","0.0","1.7","2.6","1.8","1.5","1.4","3.2","1.8","9.6","3.3","10.4","3.8","29.1","5.5","17.3","4.5","25.2","5.4","136583","8208","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2198","261","5.4","2.9","4.3","3.1","13.8","5.3","14.0","4.5","10.6","3.5","15.9","4.0","13.2","4.4","14.0","4.3","3.3","1.9","5.5","2.5","52857","10610","72661","8403","(X)","(X)","(X)","(X)","32.2","(X)"
"0600000US2502333220","Kingston town, Plymouth County, Massachusetts","4949","247","2.0","1.3","2.7","1.9","5.6","2.8","7.0","3.3","9.1","3.5","12.6","3.7","12.7","3.7","24.1","4.3","11.9","3.4","12.3","2.9","96104","11774","113673","9923","40.8","(X)","(X)","(X)","(X)","(X)","3607","188","0.4","0.7","1.7","2.2","2.0","2.4","4.1","2.7","5.4","2.9","15.1","5.2","14.5","4.7","25.8","5.4","15.4","4.7","15.5","3.5","117604","8240","130214","11745","(X)","(X)","37.3","(X)","(X)","(X)","2916","276","0.5","0.9","2.2","2.7","0.0","1.2","3.5","3.0","5.5","3.2","9.7","4.3","13.8","4.6","29.7","5.8","16.7","5.0","18.4","4.3","126216","10151","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1342","245","6.2","4.3","5.1","3.9","15.3","7.8","14.6","8.8","20.6","10.5","7.7","4.9","8.2","5.1","18.1","9.3","1.6","2.5","2.5","3.0","38483","5662","59523","11239","(X)","(X)","(X)","(X)","46.8","(X)"
"0600000US2502333920","Lakeville town, Plymouth County, Massachusetts","4083","138","1.9","1.1","2.4","1.1","3.9","1.4","4.4","2.0","8.8","2.1","11.9","2.8","12.7","3.1","22.6","3.0","16.9","2.8","14.6","2.8","106633","6498","126030","8131","31.4","(X)","(X)","(X)","(X)","(X)","3106","138","2.5","1.6","0.8","0.9","1.4","1.0","3.9","1.6","7.3","2.2","9.6","2.3","13.4","3.6","24.8","4.0","18.7","3.3","17.7","3.6","117158","9026","135939","9124","(X)","(X)","32.0","(X)","(X)","(X)","2645","157","1.0","0.9","0.0","1.3","0.8","0.8","1.8","1.2","5.9","2.1","8.6","2.4","14.4","4.1","25.9","4.0","20.8","3.6","20.8","4.2","133083","10864","N","N","(X)","(X)","(X)","(X)","(X)","(X)","977","140","3.2","2.8","7.2","4.8","11.7","5.2","6.3","6.2","14.3","5.6","20.1","8.6","9.8","4.8","12.9","4.9","10.2","6.2","4.3","2.9","54732","7555","89096","21331","(X)","(X)","(X)","(X)","27.3","(X)"
"0600000US2502338540","Marion town, Plymouth County, Massachusetts","1942","114","1.4","1.2","2.9","1.7","7.2","3.6","4.9","2.9","11.7","3.7","16.1","4.8","13.0","4.5","14.6","4.6","9.4","3.7","18.6","4.8","81928","5916","131747","18181","30.4","(X)","(X)","(X)","(X)","(X)","1340","101","0.0","2.6","0.0","2.6","5.3","4.7","2.7","2.7","11.9","4.6","17.5","6.2","10.1","5.4","18.2","6.6","11.7","5.3","22.5","6.7","101398","21053","154089","23981","(X)","(X)","29.9","(X)","(X)","(X)","1126","125","0.0","3.1","0.0","3.1","0.0","3.1","0.9","1.3","13.2","5.3","15.4","6.3","11.7","6.2","19.5","7.5","12.4","5.9","26.8","7.7","123333","32901","N","N","(X)","(X)","(X)","(X)","(X)","(X)","602","131","4.7","4.1","9.5","5.0","11.5","5.8","13.3","8.2","11.3","7.5","10.8","7.2","19.4","8.9","5.5","4.8","4.2","3.7","10.0","8.1","47419","13664","80362","23338","(X)","(X)","(X)","(X)","31.4","(X)"
"0600000US2502338855","Marshfield town, Plymouth County, Massachusetts","9649","315","5.2","2.3","2.6","1.4","4.1","1.7","5.3","1.4","7.3","1.8","11.1","2.4","11.8","2.8","21.4","3.5","15.9","2.8","15.3","2.6","102560","5764","126438","8375","35.5","(X)","(X)","(X)","(X)","(X)","6866","239","2.0","1.8","1.2","0.9","0.8","0.7","3.8","1.5","4.8","2.0","10.4","2.2","10.2","3.0","25.9","4.2","21.1","3.8","19.9","3.5","127633","8762","153007","10810","(X)","(X)","36.8","(X)","(X)","(X)","5779","285","2.1","2.2","1.4","1.0","0.7","0.8","1.8","1.0","3.1","1.4","8.5","2.1","10.1","3.4","26.3","4.8","23.2","4.1","23.0","4.1","139705","13298","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2783","423","13.4","5.5","6.3","4.5","12.5","5.2","10.1","3.9","14.3","4.8","13.0","5.0","14.4","5.0","9.7","4.8","4.3","2.7","2.0","1.8","43013","8872","57514","7467","(X)","(X)","(X)","(X)","32.1","(X)"
"0600000US2502339450","Mattapoisett town, Plymouth County, Massachusetts","2648","140","1.9","1.7","1.3","1.5","3.6","2.8","5.3","3.1","3.4","2.5","20.8","6.4","14.8","5.3","19.4","6.0","13.1","5.2","16.4","6.0","94360","23692","147616","25300","30.9","(X)","(X)","(X)","(X)","(X)","1878","141","0.0","1.8","1.0","1.7","2.0","3.1","1.1","1.6","2.8","2.6","19.4","9.3","14.4","6.3","23.1","7.4","17.6","6.9","18.6","7.7","117778","19598","166323","29552","(X)","(X)","30.6","(X)","(X)","(X)","1655","170","0.0","2.1","1.1","1.9","0.0","2.1","1.2","1.8","2.0","2.3","22.0","10.3","12.7","5.7","22.1","7.3","18.5","7.6","20.3","8.7","121676","26330","N","N","(X)","(X)","(X)","(X)","(X)","(X)","770","179","6.4","5.7","2.1","3.3","7.7","6.2","15.7","9.5","7.5","6.6","24.2","11.8","13.1","10.0","12.1","9.7","3.5","4.1","7.8","6.1","53567","9401","98221","39282","(X)","(X)","(X)","(X)","31.6","(X)"
"0600000US2502340850","Middleborough town, Plymouth County, Massachusetts","9283","261","3.0","1.5","2.8","1.3","5.9","2.0","5.8","2.1","9.7","2.4","17.9","3.6","12.5","2.6","20.4","3.3","14.0","2.4","7.9","1.9","83631","8055","107515","12974","37.1","(X)","(X)","(X)","(X)","(X)","6352","308","2.6","1.5","0.5","0.5","3.0","1.7","3.7","1.7","10.2","2.6","14.5","3.9","12.2","3.0","26.1","4.4","17.9","3.8","9.4","2.4","104887","8565","123421","18051","(X)","(X)","39.4","(X)","(X)","(X)","5012","370","0.1","0.1","0.6","0.7","2.1","1.9","3.1","1.8","7.9","2.7","13.8","3.6","12.7","3.3","28.0","5.3","20.5","4.8","11.2","2.9","117533","8102","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2931","401","6.6","3.6","7.9","4.3","12.2","4.8","11.4","5.4","10.6","4.3","20.6","6.4","14.1","4.9","8.3","4.2","5.2","2.3","3.1","2.3","54095","17291","67116","10414","(X)","(X)","(X)","(X)","29.2","(X)"
"0600000US2502350145","Norwell town, Plymouth County, Massachusetts","3666","111","1.9","1.4","2.0","1.3","4.2","2.2","4.5","1.7","4.1","1.6","9.0","2.5","4.1","1.4","16.3","3.2","18.4","3.2","35.5","3.9","157987","7291","183481","12964","41.4","(X)","(X)","(X)","(X)","(X)","2997","117","0.0","1.2","0.3","0.4","1.8","1.3","2.1","1.3","3.1","1.6","7.8","2.8","4.7","1.7","17.3","3.8","21.1","3.8","41.7","4.4","173719","12912","209244","14748","(X)","(X)","41.4","(X)","(X)","(X)","2594","142","0.0","1.3","0.3","0.5","1.1","1.0","1.5","1.1","1.6","1.2","5.9","2.5","5.2","1.9","15.6","3.7","24.1","4.4","44.7","4.6","185897","11131","N","N","(X)","(X)","(X)","(X)","(X)","(X)","669","112","10.5","7.3","9.6","7.3","14.9","9.8","15.2","7.5","8.4","5.6","14.5","7.3","1.2","1.8","13.3","6.7","6.4","4.9","6.0","4.0","34875","12286","64387","12449","(X)","(X)","(X)","(X)","41.4","(X)"
"0600000US2502352630","Pembroke town, Plymouth County, Massachusetts","6563","241","2.5","1.6","1.5","1.0","3.2","1.8","7.0","2.7","6.5","2.3","14.1","3.4","12.6","3.0","25.0","3.4","11.6","2.8","16.0","3.4","103905","5845","120766","7021","37.8","(X)","(X)","(X)","(X)","(X)","4714","219","1.5","1.3","0.8","0.9","0.1","0.2","3.1","1.9","5.7","2.5","12.6","3.8","13.8","3.7","26.6","4.6","15.6","3.8","20.2","4.5","127538","9740","140109","9065","(X)","(X)","36.9","(X)","(X)","(X)","3935","249","1.5","1.5","0.0","0.9","0.0","0.9","2.3","1.6","4.5","2.4","10.6","3.5","12.2","3.7","28.1","5.3","17.9","4.4","22.7","5.3","136210","7379","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1849","267","5.0","4.7","3.2","2.9","11.0","6.3","17.1","7.6","10.0","5.5","18.7","6.8","9.1","5.1","20.7","8.2","1.4","1.3","3.8","3.5","53914","13553","67262","9458","(X)","(X)","(X)","(X)","38.2","(X)"
